date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:45:47	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-light-300.5cd41d.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:49	156896/156896	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Nov%202024%2012:33:37%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-light-300.woff2	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:50	207100/207100	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Nov%202024%2012:33:39%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-light-300.woff	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:50	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-light-300.5f.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:51	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-light-300.svg	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-light-300.60.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:54	369628/369628	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Nov%202024%2012:33:42%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-regular-400.eot	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:55	369628/369628	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Nov%202024%2012:33:42%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-regular-400d41d.eot	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:56	145152/145152	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Nov%202024%2012:33:43%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-regular-400.woff2	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:57	191300/191300	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Nov%202024%2012:33:42%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-regular-400.woff	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:58	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-regular-400.65.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:45:59	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-regular-400.66.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:46:00	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-solid-900.67.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:46:02	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-solid-900.68d41d.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:46:04	117452/117452	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Nov%202024%2012:33:45%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-solid-900.woff2	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:46:05	155948/155948	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Nov%202024%2012:33:44%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-solid-900.woff	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:46:05	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-solid-900.6b.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:46:06	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/fa-solid-900.6c.delayed	(from https://motohom.co.in/influencer/assets/css/font-awesome-all.css)
13:46:08	11036/11036	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Nov%202024%2012:33:52%20GMT	https://motohom.co.in/influencer/assets/fonts/flaticon.ttf?1df927c4626e072d7cc017c3d3023445	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/flaticon681a.ttf	(from https://motohom.co.in/influencer/assets/css/flaticon.css)
13:46:09	6860/6860	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Nov%202024%2012:33:53%20GMT	https://motohom.co.in/influencer/assets/fonts/flaticon.woff?1df927c4626e072d7cc017c3d3023445	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/flaticon681a.woff	(from https://motohom.co.in/influencer/assets/css/flaticon.css)
13:46:10	5748/5748	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Nov%202024%2012:33:53%20GMT	https://motohom.co.in/influencer/assets/fonts/flaticon.woff2?1df927c4626e072d7cc017c3d3023445	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/flaticon681a.woff2	(from https://motohom.co.in/influencer/assets/css/flaticon.css)
13:46:12	11204/11204	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Nov%202024%2012:33:48%20GMT	https://motohom.co.in/influencer/assets/fonts/flaticon.eot?1df927c4626e072d7cc017c3d3023445	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/flaticon681a.eot	(from https://motohom.co.in/influencer/assets/css/flaticon.css)
13:46:13	115184/115184	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Nov%202024%2012:33:52%20GMT	https://motohom.co.in/influencer/assets/fonts/flaticon.svg?1df927c4626e072d7cc017c3d3023445	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/fonts/flaticon681a.svg	(from https://motohom.co.in/influencer/assets/css/flaticon.css)
13:46:14	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/css/owl.video.play.png	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/css/owl.video.play.72.delayed	(from https://motohom.co.in/influencer/assets/css/owl.css)
13:46:15	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/css/century-gothic-font/CenturyGothic.woff	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/css/century-gothic-font/CenturyGothic.73.delayed	(from https://motohom.co.in/influencer/assets/css/style.css)
13:46:17	137568/137568	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Nov%202024%2012:34:29%20GMT	https://motohom.co.in/influencer/assets/css/century-gothic-font/CenturyGothic.ttf	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/css/century-gothic-font/CenturyGothic.ttf	(from https://motohom.co.in/influencer/assets/css/style.css)
13:46:18	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/assets/css/century-gothic-font/GOTHICB0.woff	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/css/century-gothic-font/GOTHICB0.75.delayed	(from https://motohom.co.in/influencer/assets/css/style.css)
13:46:20	129676/129676	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Nov%202024%2012:34:31%20GMT	https://motohom.co.in/influencer/assets/css/century-gothic-font/GOTHICB0.TTF	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/css/century-gothic-font/GOTHICB0.TTF	(from https://motohom.co.in/influencer/assets/css/style.css)
13:46:20	1226/1226	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Nov%202024%2012:35:48%20GMT	https://motohom.co.in/influencer/assets/images/icons/arrow-prev.png	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/images/icons/arrow-prev.png	(from https://motohom.co.in/influencer/assets/css/style.css)
13:46:21	1224/1224	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Nov%202024%2012:35:48%20GMT	https://motohom.co.in/influencer/assets/images/icons/arrow-next.png	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/assets/images/icons/arrow-next.png	(from https://motohom.co.in/influencer/assets/css/style.css)
13:46:23	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/a	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/a.79.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
13:46:24	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/POST	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/POST.7a.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
13:46:25	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/schema.org/	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:46:25	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/influencer/b.resolvedLink	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/influencer/b.7b.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
13:46:26	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Wed,%2007%20Sep%202022%2018:49:41%20GMT	https://motohom.co.in/signals/iwl.js	C:/My%20Web%20Sites/motohom_copy/motohom.co.in/signals/iwl.7c.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
